Zeit t / s,Spannung U_A1 / V,Weg &b_B1 / rad
192.606149,0.3635,556.93
192.70739675,0.3185,557.43
192.807165,0.2595,557.79
192.9061885,0.287,558.05
193.0070675,0.097,558.12
193.1072505,0.0855,558.17
193.207209,0.0855,558.48
193.31023025,0.176,558.85
193.4103195,0.1145,559.33
193.50751275,0.207,559.76
193.61012625,0.1605,560.37
193.70900325,0.1955,560.88
193.80620225,0.1545,561.17
193.90898925,0.2855,561.35
194.01026225,0.2815,561.76
194.1090065,0.1925,562.08
194.20699025,0.09,562.45
194.30819275,0.1795,562.73
194.4070675,0.2075,563
194.507918,0.241,563.29
194.608238,0.105,563.66
194.70800025,0.247,564.06
194.808132,0.16,564.54
194.90806625,0.0915,564.75
195.01000325,0.0975,565.01
195.10704225,0.3545,565.13
195.2078505,0.0955,565.28
195.3069475,0.1505,565.52
195.4089675,0.1285,565.78
195.50719275,0.1575,566.03
195.607824,0.2455,566.27
195.707909,0.3395,566.47
195.8079675,0.1275,566.65
195.90794225,0.089,566.88
196.0068875,0.1045,567.13
196.1069035,0.1455,567.5
196.2088475,0.133,568.04
196.30792025,0.3305,568.69
196.40807075,0.1115,569.34
196.50895925,0.1815,569.6
196.61003025,0.1975,569.6
196.710918,0.2115,569.66
196.8099595,0.2905,569.79
196.90769025,0.336,570.12
197.00683175,0.288,570.61
197.1100915,0.0945,571.06
197.2066085,0.1605,571.46
197.306738,0.3175,571.91
197.41022375,0.3245,572.54
197.50672025,0.125,572.99
197.60972375,0.0765,573.23
197.70788375,0.109,573.28
197.80779025,0.355,573.4
197.908658,0.099,573.64
198.006882,0.1375,574.21
198.10976475,0.3665,574.63
198.208742,0.3145,575.02
198.30882,0.2435,575.34
198.40662475,0.128,575.72
198.50864625,0.1395,575.94
198.60668025,0.2885,576.12
198.7065275,0.1905,576.14
198.80856425,0.096,576.25
198.90866375,0.107,576.49
199.00757075,0.135,576.73
199.10787175,0.3295,576.86
199.20752175,0.118,577
199.30651275,0.2705,577.21
199.40864,0.179,577.48
199.50754475,0.144,577.75
199.6056915,0.095,578.02
199.706685,0.1545,578.32
199.80940225,0.34,578.67
199.90666225,0.1,579.02
200.00666875,0.3135,579.36
200.10660875,0.1965,579.69
200.206478,0.1195,579.98
200.307589,0.0885,580.2
200.407582,0.3075,580.39
200.506552,0.3245,580.56
200.606602,0.1715,580.78
200.706598,0.2395,581.06
200.8117265,0.2885,581.35
200.90870425,0.105,581.75
201.009445,0.243,582.1
201.10940325,0.198,582.36
201.20842225,0.1265,582.8
201.308558,0.2165,583.28
201.40930625,0.2445,583.76
201.50748475,0.1275,584.24
201.608298,0.128,584.76
201.70948625,0.2855,585.23
201.80740625,0.225,585.73
201.909265,0.1785,586.12
202.0074675,0.111,586.42
202.10825075,0.1735,586.83
202.20832475,0.188,587.23
202.3085,0.225,587.45
202.408389,0.15,587.9
202.508336,0.2875,588.22
202.61039275,0.123,588.66
202.7074315,0.178,588.92
202.807258,0.214,589.27
202.90950025,0.1485,589.55
203.0094085,0.215,589.78
203.10814225,0.2865,589.98
203.20944525,0.199,590.16
203.308222,0.1505,590.34
203.40910225,0.129,590.56
203.508229,0.1095,590.83
203.607309,0.2025,591.14
203.7093675,0.249,591.45
203.8072635,0.181,591.8
203.9091515,0.235,592.17
204.00726025,0.195,592.6
204.1092075,0.1695,593.1
204.20704725,0.1535,593.54
204.30916425,0.206,593.92
204.4090475,0.242,594.09
204.5081075,0.2705,594.15
204.6070685,0.1185,594.33
204.708552,0.1745,594.69
204.8105325,0.1895,595.3
204.90831275,0.1865,595.9
205.00802425,0.2025,596.37
205.107978,0.167,596.62
205.207065,0.1575,596.83
205.310238,0.1765,597.2
205.41020475,0.1585,597.61
205.509289,0.1375,598.29
205.6069875,0.1245,598.54
205.70822025,0.177,599.08
205.80816025,0.1815,599.51
205.91040875,0.1315,599.91
206.0101875,0.2055,600.34
206.10704625,0.1475,600.65
206.2088475,0.156,600.78
206.3069,0.1715,600.85
206.40798225,0.1795,600.9
206.50806425,0.1865,600.96
206.6102035,0.1505,601.05
206.707042,0.1665,601.17
206.8100275,0.138,601.33
206.908009,0.207,601.52
207.007858,0.1415,601.86
207.10800425,0.183,602.23
207.21002925,0.171,602.54
207.308,0.189,602.85
207.408858,0.195,603.16
207.51012375,0.17,603.45
207.60680625,0.161,603.68
207.70702925,0.183,603.9
207.80870225,0.155,604.15
207.90900375,0.1565,604.45
208.00999175,0.1965,604.8
208.11000225,0.1685,605.2
208.210032,0.1845,605.56
208.30970225,0.1835,606.03
208.41014375,0.165,606.44
208.510158,0.188,606.82
208.60782925,0.126,607.22
208.70775025,0.161,607.48
208.8099285,0.1725,608
208.909698,0.153,608.55
209.0089715,0.165,609.15
209.10966825,0.178,609.81
209.2099895,0.154,610.49
209.30958625,0.1585,610.81
209.40684425,0.168,611.18
209.5088715,0.152,611.37
209.60967875,0.1385,611.58
209.70988975,0.1565,611.77
209.8100035,0.1665,611.97
209.91098875,0.166,612.15
210.00780225,0.1595,612.3
210.1086065,0.163,612.49
210.20972025,0.162,612.71
210.3096085,0.166,612.87
210.41081275,0.127,612.98
210.50950225,0.1525,613.04
210.60860475,0.164,613.15
210.70757675,0.174,613.32
210.8086075,0.1635,613.54
210.9075315,0.1685,613.76
211.00846,0.1465,613.98
211.10974875,0.1375,614.19
211.20961025,0.169,614.45
211.30955675,0.165,614.77
211.4095675,0.17,615.19
211.50864025,0.1455,615.57
211.608565,0.179,615.84
211.7075915,0.1525,616.02
211.81066225,0.1635,616.3
211.90750025,0.17,616.72
212.00834625,0.1515,617.11
212.1075035,0.16,617.47
212.20958375,0.156,617.83
212.307325,0.171,617.87
212.409718,0.1615,618.02
212.5084675,0.156,618.38
212.60955275,0.155,618.91
212.70848225,0.168,619.45
212.81068225,0.1425,620.18
212.908465,0.1645,620.62
213.0105885,0.172,621.44
213.10758475,0.1555,621.85
213.210482,0.1555,622.37
213.307385,0.1585,622.79
213.40952225,0.158,623.14
213.50749275,0.1675,623.48
213.6094485,0.1675,623.66
213.70850025,0.152,623.84
213.80750925,0.152,624.08
213.90842225,0.153,624.3
214.00849025,0.163,624.53
214.10853275,0.157,624.8
214.2092915,0.1555,625.06
214.3071675,0.1485,625.33
214.4093275,0.1785,625.76
214.50736375,0.1565,626.25
214.6081075,0.134,626.74
214.70744025,0.152,627.11
214.80940225,0.161,627.46
214.907309,0.1505,627.83
215.00832025,0.1575,628.43
215.1074275,0.143,629.27
215.2082315,0.1555,629.92
215.31040025,0.1365,630.04
215.409343,0.1685,630.34
215.5071515,0.167,631.37
215.60914325,0.1595,631.96
215.71102425,0.1835,632.88
215.809158,0.161,633.91
215.910376,0.154,634.6
216.0093485,0.1265,635.44
216.10820625,0.1355,636.1
216.208118,0.1735,636.54
216.31119025,0.151,636.72
216.4091475,0.163,636.8
216.50910225,0.158,636.83
216.60928125,0.1615,637.01
216.7091065,0.1695,637.23
216.80834225,0.159,637.65
216.9101275,0.1595,637.83
217.01034425,0.1545,637.83
217.110292,0.1785,637.83
217.21006625,0.153,637.83
217.31033025,0.1695,637.83
217.4090105,0.162,637.83
217.50916025,0.14,637.83
217.610152,0.1655,637.83
217.7092635,0.1435,637.83
217.80912675,0.16,637.83
